name,latitude,longitude,keyword_1,count_1,keyword_2,count_2,keyword_3,count_3
Patan,27.6588,85.3247,architectur,11.0,craft,9.0,paint,5.0
Pokhara,28.2096,83.9856,immers,14.0,paint,8.0,craft,8.0
Janakpur,26.7271,85.9407,festival,36.0,craft,19.0,paint,17.0
Herat,34.3529,62.204,architectur,6.0,craft,5.0,photograph,4.0
Balkh,36.7551,66.8975,photograph,6.0,craft,4.0,decorativ,2.0
Jalal,34.4284,70.4578,photograph,5.0,immers,3.0,craft,2.0
Kabul,34.5553,69.2075,paint,11.0,modern,3.0,contemporary,1.0
Khost,33.3338,69.9372,immers,1.0,visual art,0.0,fine art,0.0
Mazar,36.6926,67.118,arte,2.0,draw,1.0,glass,1.0
Kunduz,36.7286,68.8681,photograph,5.0,craft,3.0,architectur,2.0
Multan,30.1864,71.4886,architectur,25.0,craft,14.0,modern,12.0
Lahore,31.5204,74.3587,paint,3.0,contemporary,3.0,craft,1.0
Karachi,24.8607,67.0011,photograph,4.0,contemporary,3.0,arte,3.0
Rawalpindi,33.5651,73.0169,paint,7.0,electronic,3.0,fine art,2.0
Faisalabad,31.4504,73.135,modern,4.0,illustrat,3.0,draw,3.0
Tehran,35.7219,51.3347,contemporary,10.0,modern,5.0,design,5.0
Shiraz,29.5926,52.5836,paint,6.0,wood,5.0,architectur,4.0
Tabriz,38.0792,46.2887,festival,32.0,architectur,26.0,design,16.0
Qom,34.6416,50.8746,paint,3.0,craft,2.0,wood,1.0
Isfahan,32.6539,51.666,craft,17.0,fine art,8.0,paint,7.0
Mashhad,36.2972,59.6067,paint,6.0,architectur,3.0,design,2.0
Dehiwala,6.8301,79.8801,fair,5.0,craft,3.0,festival,3.0
Colombo,6.9271,79.8612,contemporary,9.0,modern,9.0,draw,7.0
Bhutan,27.4716,89.6386,festival,13.0,photograph,8.0,modern,7.0
Maldives,4.1753,73.5091,craft,5.0,contemporary,5.0,photograph,4.0
Moratuwa,6.7881,79.8913,architectur,2.0,portrait,1.0,garden,1.0
Bandung,-6.9175,107.6191,modern,4.0,digital,2.0,sculptur,2.0
Surabaya,-7.2575,112.7521,festival,2.0,modern,1.0,visual art,0.0
Bekasi,-6.2734,106.9831,immers,8.0,interactiv,5.0,digital,1.0
Medan,3.5952,98.6722,architectur,11.0,design,5.0,ethnic,3.0
Jakarta,-6.1944,106.8229,contemporary,24.0,modern,11.0,design,7.0
Quy Nhon,13.783,109.2197,festival,13.0,architectur,7.0,ethnic,5.0
Hue,16.4637,107.5909,paint,11.0,contemporary,4.0,design,4.0
Can Tho,10.0452,105.7469,garden,7.0,craft,2.0,immers,2.0
Vung Tau,10.4114,107.1362,garden,2.0,craft,1.0,architectur,1.0
Nha Trang,12.2529,109.1899,architectur,5.0,draw,2.0,garden,2.0
Ho Chi Minh,10.8231,106.6297,contemporary,11.0,ethnic,11.0,paint,7.0
Hai Phong,20.8449,106.6881,festival,3.0,architectur,2.0,fine art,1.0
Hanoi,21.0278,105.8342,ethnic,11.0,contemporary,4.0,photograph,3.0
Bien Hoa,10.9574,106.8427,garden,6.0,design,2.0,arte,2.0
Da Nang,16.0544,108.2022,sculptur,6.0,architectur,5.0,garden,4.0
Buda,7.5377,125.3247,visual art,0.0,fine art,0.0,illustrat,0.0
Caloocan,14.7566,121.045,visual art,0.0,fine art,0.0,illustrat,0.0
Davao,7.0736,125.611,festival,5.0,craft,2.0,photograph,2.0
Quezon,14.676,121.0437,interactiv,5.0,paint,3.0,contemporary,3.0
Manila,14.5995,120.9842,contemporary,15.0,draw,6.0,paint,6.0
Petaling Jaya,3.1279,101.5945,fine art,5.0,visual art,4.0,paint,3.0
Shah Alam,3.0733,101.5185,festival,8.0,digital,6.0,draw,4.0
Ipoh,4.6005,101.0758,festival,12.0,visual art,4.0,paint,3.0
Subang Jaya,3.0567,101.5851,paint,2.0,glass,1.0,visual art,0.0
Kuching,1.5534,110.3595,design,2.0,paint,1.0,craft,1.0
Chiang Mai,18.7883,98.9853,contemporary,13.0,craft,12.0,paint,10.0
Hat Yai,7.0086,100.4747,immers,9.0,architectur,8.0,interactiv,6.0
Pak-Kret,13.9151,100.4993,visual art,0.0,fine art,0.0,illustrat,0.0
Nakhon,14.9738,102.0837,folk,3.0,photograph,3.0,modern,2.0
Nonthaburi,13.862,100.4959,architectur,4.0,wood,2.0,sculptur,2.0
Bangkok,13.7563,100.5018,design,17.0,photograph,11.0,contemporary,9.0
Chon,13.2017,101.2524,print,1.0,garden,1.0,interactiv,1.0
Udon,17.4294,102.9896,photograph,2.0,garden,2.0,draw,1.0
Samut Prakan,13.5954,100.6072,design,4.0,glass,3.0,fine art,2.0
Townships,15.8108,98.3088,paint,6.0,contemporary,4.0,visual art,3.0
Mawlamyine,16.4543,97.644,architectur,15.0,wood,5.0,photograph,4.0
Yangon,16.8409,96.1735,design,9.0,contemporary,8.0,fair,6.0
Pyi,19.7633,96.0785,garden,5.0,festival,4.0,paint,3.0
Mandalay,21.9588,96.0891,design,5.0,photograph,5.0,wood,4.0
Phnom,11.5564,104.9282,contemporary,14.0,festival,5.0,paint,4.0
Siem Reap,13.3633,103.8564,modern,23.0,craft,13.0,paint,11.0
Sihanouk,10.6268,103.5116,ethnic,9.0,craft,8.0,fine art,1.0
Battambang,13.0957,103.2022,paint,10.0,contemporary,5.0,photograph,5.0
Seremban,2.7259,101.9378,paint,14.0,street art,10.0,festival,4.0
Kota Kinabalu,5.9844,116.0773,paint,2.0,visual art,1.0,sculptur,1.0
Sandakan,5.8559,118.0722,visual art,0.0,fine art,0.0,illustrat,0.0
Kuantan,3.8168,103.3317,paint,8.0,visual art,0.0,fine art,0.0
Klang,3.0449,101.4456,fair,5.0,interactiv,4.0,digital,3.0
Kota Bharu,6.1254,102.2405,street art,29.0,mural,25.0,paint,10.0
Johor Bahru,1.4799,103.7643,design,6.0,festival,5.0,paint,3.0
Kuala Lumpur,3.1319,101.6841,design,10.0,contemporary,7.0,paint,4.0
Kampung,3.1293,101.5221,paint,21.0,design,8.0,architectur,7.0
Vientiane,17.9757,102.6331,contemporary,16.0,craft,12.0,paint,11.0
Dili,-8.5563,125.5798,arte,11.0,immers,6.0,draw,1.0
Brunei,4.8923,114.9419,craft,10.0,festival,10.0,ethnic,3.0
Singapore,1.3521,103.8198,digital,7.0,design,7.0,immers,6.0
Pakse,15.1172,105.8159,ethnic,9.0,craft,1.0,architectur,1.0
Taif,21.2841,40.4248,digital,10.0,craft,5.0,festival,5.0
Dammam,26.4207,50.0888,illustrat,2.0,wood,1.0,visual art,0.0
Jeddah,21.5292,39.1611,fine art,7.0,contemporary,5.0,photograph,5.0
Riyadh,24.7136,46.6753,contemporary,15.0,modern,12.0,design,12.0
Mecca,21.4241,39.8173,garden,9.0,modern,7.0,paint,5.0
Maiduguri,11.8311,13.151,contemporary,8.0,fair,8.0,modern,5.0
Aba,5.1216,7.3733,craft,10.0,immers,8.0,festival,6.0
Jos,9.8965,8.8583,craft,6.0,modern,5.0,sculptur,5.0
Benin,6.335,5.6037,architectur,15.0,design,10.0,contemporary,5.0
Zaria,11.1247,7.7254,modern,27.0,paint,21.0,contemporary,12.0
Ibadan,7.3775,3.947,paint,15.0,wood,6.0,sculptur,6.0
Port Harcourt,4.8472,6.9746,paint,8.0,print,5.0,digital,3.0
Kano,12.0022,8.592,paint,12.0,photograph,12.0,design,8.0
Kaduna,10.5036,7.4337,craft,6.0,design,6.0,modern,4.0
Lagos,6.5244,3.3792,contemporary,12.0,immers,5.0,paint,3.0
Giza,30.0131,31.2089,design,14.0,sculptur,13.0,contemporary,9.0
Cairo,30.0444,31.2357,contemporary,18.0,modern,10.0,photograph,6.0
Luxor,25.6872,32.6396,paint,6.0,modern,6.0,arte,4.0
Alexandria,31.2001,29.9187,paint,8.0,fine art,7.0,modern,7.0
Port Said,31.2653,32.3019,garden,5.0,arte,5.0,modern,4.0
Arusha,-3.3869,36.683,craft,5.0,paint,4.0,sculptur,4.0
Zanzibar,-6.16394,39.19793,paint,27.0,visual art,3.0,handmade,3.0
Salaam,-6.8165,39.2894,contemporary,12.0,modern,7.0,paint,6.0
Mwanza,-2.5164,32.9175,ethnic,1.0,visual art,0.0,fine art,0.0
Mbeya,-8.9094,33.4608,print,1.0,clay,1.0,visual art,0.0
Lubumbashi,-11.6876,27.5026,contemporary,13.0,paint,10.0,festival,10.0
Kisangani,0.5185,25.2008,architectur,4.0,immers,2.0,visual art,0.0
Kinshasa,-4.3033,15.3105,paint,11.0,festival,8.0,photograph,6.0
Mbuji-Mayi,-6.1307,23.5967,ethnic,5.0,immers,3.0,arte,3.0
Kananga,-5.8975,22.4172,festival,2.0,craft,1.0,modern,1.0
Durban,-29.8587,31.0218,craft,12.0,contemporary,10.0,paint,5.0
Pretoria,-25.7566,28.1914,sculptur,10.0,contemporary,8.0,garden,5.0
Cape Town,-33.9221,18.4231,contemporary,4.0,modern,2.0,digital,2.0
Johannesburg,-26.2056,28.0337,photograph,20.0,contemporary,15.0,street art,15.0
Soweto,-26.2485,27.854,sculptur,4.0,festival,3.0,paint,2.0
Addis Ababa,9.0192,38.7525,paint,12.0,festival,12.0,contemporary,9.0
Dire Dawa,9.6049,41.8585,architectur,15.0,craft,11.0,immers,10.0
Mekele,13.4963,39.4743,architectur,19.0,immers,5.0,mural,4.0
Bahir Dar,11.5876,37.3878,visual art,0.0,fine art,0.0,illustrat,0.0
Gonder,12.603,37.4521,festival,5.0,craft,4.0,architectur,4.0
Enugu,6.4483,7.5139,sculptur,13.0,visual art,4.0,garden,4.0
Ilorin,8.5373,4.5444,design,14.0,architectur,8.0,contemporary,5.0
Onitsha,6.1329,6.7924,immers,10.0,architectur,7.0,craft,4.0
Abeokuta,7.1475,3.3619,festival,13.0,architectur,11.0,immers,10.0
Abuja,9.0563,7.4985,contemporary,9.0,paint,6.0,craft,6.0
Bloemfontein,-29.1129,26.2149,sculptur,5.0,garden,5.0,festival,4.0
Vereeniging,-26.5814,27.9365,craft,6.0,fine art,2.0,paint,2.0
Boksburg,-26.2499,28.2454,garden,13.0,wood,12.0,paint,7.0
Newcastle,-27.7257,29.9576,craft,6.0,design,4.0,garden,3.0
Welkom,-27.9868,26.7558,festival,1.0,visual art,0.0,fine art,0.0
Oran,35.6987,-0.6349,architectur,10.0,arte,5.0,paint,4.0
Algiers,36.7538,3.0588,contemporary,21.0,modern,20.0,paint,11.0
Constantine,36.357,6.639,fine art,4.0,sculptur,3.0,garden,3.0
Setif,36.1898,5.4108,festival,1.0,visual art,0.0,fine art,0.0
Tembisa,-26.0129,28.2233,design,4.0,arte,4.0,craft,2.0
Pietermaritzburg,-29.6015,30.379,paint,22.0,garden,21.0,design,9.0
Port Elizabeth,-33.9137,25.5827,craft,12.0,paint,8.0,arte,5.0
East London,-33.0003,27.8415,contemporary,20.0,modern,8.0,wood,8.0
Benoni,-26.1507,28.3676,garden,8.0,fair,2.0,visual art,0.0
Oujda-Angad,34.6233,-2.1058,craft,3.0,photograph,3.0,handmade,2.0
Luanda,-8.8147,13.2302,contemporary,15.0,design,10.0,fair,10.0
Huambo,-12.774,15.7469,paint,4.0,print,3.0,craft,3.0
Meknes,33.8675,-5.5382,architectur,9.0,photograph,6.0,arte,5.0
Tangier,35.7595,-5.834,design,14.0,craft,11.0,festival,11.0
Kisumu,-0.0917,34.768,digital,5.0,craft,4.0,immers,4.0
Mombasa,-4.0435,39.6682,craft,1.0,design,1.0,wood,1.0
Eldoret,0.5143,35.2698,garden,4.0,modern,2.0,wood,2.0
Nakuru,-0.3031,36.08,contemporary,7.0,craft,6.0,festival,6.0
Nairobi,-1.2921,36.8219,contemporary,16.0,paint,6.0,sculptur,3.0
Agadir,30.428,-9.5925,architectur,5.0,garden,5.0,festival,4.0
Rabat,34.0084,-6.8539,modern,13.0,contemporary,12.0,paint,6.0
Casablanca,33.5731,-7.5898,architectur,13.0,paint,6.0,arte,5.0
Marrakech,31.6225,-7.9898,contemporary,7.0,photograph,5.0,design,4.0
Fez,34.0181,-5.0078,architectur,25.0,design,4.0,wood,2.0
Khartoum,15.5974,32.5356,paint,7.0,modern,7.0,contemporary,5.0
Omdurman,15.6476,32.4807,arte,5.0,design,4.0,architectur,4.0
Port Sudan,19.5903,37.1902,modern,2.0,design,1.0,visual art,0.0
Nyala,12.0518,24.8805,photograph,5.0,festival,4.0,folk,3.0
Kassala,15.4581,36.404,craft,4.0,garden,3.0,immers,3.0
Antananarivo,-18.9185,47.5211,contemporary,10.0,modern,6.0,photograph,6.0
Antsirabe,-19.873,47.0291,garden,4.0,draw,2.0,architectur,2.0
Antsiranana,-12.3231,49.2943,garden,5.0,fair,3.0,paint,2.0
Mahajanga,-15.718,46.3173,arte,4.0,immers,3.0,wood,2.0
Toliara,-23.3516,43.6855,design,1.0,ethnic,1.0,photograph,1.0
Jinja,0.4479,33.2026,garden,9.0,paint,8.0,print,6.0
Gulu,2.7743,32.2882,paint,39.0,portrait,3.0,photograph,3.0
Lira,2.2596,32.8903,craft,4.0,modern,3.0,arte,2.0
Mbarara,-0.6121,30.6373,craft,8.0,sculptur,2.0,immers,2.0
Kampala,0.3152,32.5816,craft,9.0,paint,8.0,sculptur,7.0
Bobo-Dioulasso,11.1649,-4.3052,craft,6.0,festival,4.0,architectur,3.0
Abidjan,5.3252,-4.0196,contemporary,24.0,modern,11.0,paint,8.0
Ouagadougou,12.3714,-1.5197,sculptur,38.0,craft,8.0,festival,6.0
Banfora,10.64,-4.7588,immers,8.0,craft,7.0,photograph,6.0
Dedougou,12.4601,-3.4586,festival,3.0,architectur,2.0,craft,1.0
Zinder,13.8018,8.9853,architectur,16.0,design,7.0,arte,7.0
Niamey,13.5116,2.1254,modern,8.0,design,7.0,architectur,6.0
Lilongwe,-13.9865,33.7681,paint,10.0,craft,9.0,immers,5.0
Zomba,-15.3766,35.3357,photograph,5.0,craft,3.0,garden,2.0
Agadez,16.9742,7.9865,craft,8.0,artisanal,5.0,design,4.0
Lusaka,-15.4155,28.2773,paint,10.0,modern,10.0,craft,9.0
Dakar,14.7167,-17.4677,paint,21.0,sculptur,12.0,design,11.0
Thies,14.791,-16.9359,design,6.0,mural,2.0,draw,1.0
Touba,8.2842,-7.6819,contemporary,3.0,festival,2.0,modern,1.0
Ndola,-12.9906,28.6498,visual art,0.0,fine art,0.0,illustrat,0.0
Bamenda,5.9631,10.1591,design,3.0,paint,1.0,craft,1.0
Bafoussam,5.4816,10.4271,craft,11.0,handmade,1.0,modern,1.0
Garoua,9.3226,13.3934,craft,17.0,immers,13.0,architectur,9.0
Douala,4.0511,9.7679,contemporary,9.0,print,7.0,festival,3.0
Yaounde,3.8617,11.5202,contemporary,10.0,paint,9.0,visual art,7.0
Nampula,-15.1266,39.2687,immers,3.0,architectur,2.0,garden,2.0
Beira,-19.8316,34.837,architectur,6.0,craft,2.0,photograph,1.0
Maputo,-25.9692,32.5732,print,6.0,paint,4.0,digital,4.0
Matola,-25.9241,32.4657,feira,2.0,handmade,1.0,craft,1.0
Nacala,-14.5656,40.6854,craft,9.0,modern,8.0,architectur,8.0
Bamako,12.6392,-8.0025,contemporary,8.0,modern,8.0,paint,7.0
Nzerekore,7.7478,-8.8253,craft,15.0,festival,12.0,ethnic,10.0
Conakry,9.5091,-13.7119,architectur,21.0,photograph,11.0,sculptur,10.0
Koutiala,12.3774,-5.4725,architectur,15.0,festival,15.0,immers,15.0
Kindia,10.0407,-12.863,festival,2.0,immers,2.0,craft,1.0
Sikasso,11.3154,-5.6675,craft,2.0,ethnic,2.0,immers,2.0
Wau,7.7092,27.9835,festival,4.0,ethnic,3.0,craft,2.0
Sarh,9.1412,18.3683,immers,11.0,architectur,7.0,craft,4.0
N'Djamena,12.1191,15.0503,craft,12.0,immers,10.0,modern,8.0
Moundou,8.5915,16.0758,festival,26.0,craft,15.0,architectur,8.0
Juba,4.8539,31.5825,paint,2.0,mural,2.0,visual art,0.0
Malakal,9.528,31.6682,fair,2.0,glass,1.0,multimedia,1.0
Abeche,13.8359,20.8434,garden,3.0,festival,3.0,architectur,2.0
Tema,5.7348,0.0302,festival,14.0,design,5.0,paint,1.0
Accra,5.5593,-0.1974,contemporary,20.0,arte,18.0,paint,12.0
Kumasi,6.6666,-1.6163,craft,17.0,paint,7.0,modern,7.0
Takoradi,4.9016,-1.7831,digital,8.0,festival,8.0,sculptur,3.0
Tamale,9.4034,-0.8424,contemporary,14.0,clay,7.0,festival,6.0
Lobito,-12.3757,13.561,folk,3.0,draw,1.0,glass,1.0
Muyinga,-2.8461,30.3395,architectur,67.0,design,34.0,contemporary,15.0
Ruyigi,-3.4761,30.248,garden,1.0,fair,1.0,visual art,0.0
Gitega,-3.4273,29.9246,modern,6.0,festival,5.0,paint,3.0
Bujumbura,-3.3614,29.3599,craft,6.0,print,5.0,modern,5.0
Gitarama,-2.0843,29.7514,craft,2.0,handmade,1.0,design,1.0
Musanze,-1.5007,29.6325,arte,3.0,design,2.0,garden,2.0
Butare,-2.6005,29.7419,photograph,7.0,ethnic,5.0,arte,3.0
Kigali,-1.9441,30.0619,modern,12.0,photograph,12.0,paint,11.0
Mogadishu,2.0371,45.3379,architectur,15.0,paint,11.0,modern,9.0
Berbera,10.4348,45.014,paint,14.0,modern,5.0,photograph,5.0
Djibouti,11.8251,42.5903,paint,23.0,architectur,5.0,photograph,4.0
Eswatini,-26.5225,31.4659,contemporary,8.0,design,6.0,paint,2.0
Cotonou,6.3562,2.4278,contemporary,12.0,craft,8.0,design,6.0
Djougou,9.7081,1.6664,festival,20.0,craft,8.0,fair,3.0
Abomey-Calavi,6.4503,2.3468,festival,5.0,craft,3.0,architectur,2.0
Porto-Novo,6.4786,2.6203,modern,12.0,paint,9.0,sculptur,9.0
Mzuzu,-11.439,34.0084,festival,6.0,craft,2.0,contemporary,1.0
Kasungu,-13.0357,33.472,immers,11.0,craft,3.0,paint,2.0
Bulawayo,-20.1457,28.5873,modern,10.0,paint,8.0,sculptur,7.0
Harare,-17.8263,31.0504,contemporary,16.0,paint,8.0,arte,5.0
Mutare,-18.9758,32.6691,paint,3.0,arte,2.0,visual art,1.0
Chitungwiza,-18.0198,31.0679,sculptur,2.0,visual art,1.0,fine art,0.0
Nouakchott,18.0735,-15.9582,paint,5.0,modern,5.0,contemporary,4.0
Bimbo,4.3227,18.5234,immers,21.0,architectur,17.0,garden,13.0
Gbarnga,7.0024,-9.4728,contemporary,1.0,design,1.0,architectur,1.0
Monrovia,6.3156,-10.8074,modern,6.0,paint,3.0,contemporary,3.0
Windhoek,-22.5649,17.0842,digital,9.0,contemporary,8.0,print,5.0
Libreville,0.4078,9.4403,immers,13.0,paint,9.0,modern,8.0
Brazzaville,-4.2744,15.2813,paint,17.0,modern,5.0,contemporary,4.0
Asmara,15.3317,38.93,paint,6.0,modern,4.0,arte,4.0
Serekunda,13.437,-16.6812,garden,3.0,festival,3.0,interactiv,2.0
Tunis,36.8065,10.1815,contemporary,37.0,modern,13.0,paint,6.0
Lome,6.1296,1.2197,festival,6.0,photograph,5.0,paint,2.0
Sfax,34.7398,10.76,architectur,22.0,immers,9.0,craft,6.0
Sokode,8.978,1.1449,visual art,0.0,fine art,0.0,illustrat,0.0
Sousse,35.8245,10.6346,modern,7.0,arte,4.0,paint,3.0
Canberra,-35.2802,149.131,glass,27.0,portrait,15.0,contemporary,9.0
Gold Coast,-28.0167,153.4,contemporary,12.0,paint,7.0,modern,5.0
Sydney,-33.8688,151.2093,contemporary,17.0,modern,10.0,paint,5.0
Brisbane,-27.4705,153.026,contemporary,18.0,modern,16.0,visual art,5.0
Perth,-31.9514,115.8617,contemporary,15.0,festival,7.0,paint,6.0
Melbourne,-37.8136,144.9631,contemporary,38.0,photograph,17.0,sculptur,12.0
Adelaide,-34.9285,138.6007,festival,11.0,contemporary,9.0,design,9.0
Port Moresby,-9.479,147.1494,craft,9.0,contemporary,7.0,festival,3.0
Lae,-6.7155,146.9999,garden,23.0,immers,15.0,craft,8.0
Wellington,-41.2924,174.7787,contemporary,20.0,craft,5.0,design,5.0
Auckland,-36.8509,174.7645,contemporary,22.0,sculptur,8.0,paint,7.0
